epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,25389.2,0.91854,0.74145,1.26179,0.64982,0.58308,0.5854,0.35493,1.28383,1.48206,1.88971,0.000462281,0.000462281,0.000462281
43,26067.2,0.92613,0.7327,1.26019,0.66223,0.58129,0.6047,0.37547,1.26647,1.43706,1.84346,0.000438703,0.000438703,0.000438703
44,26735.5,0.91376,0.73135,1.26135,0.67087,0.62065,0.64456,0.40663,1.28494,1.36768,1.85972,0.000415124,0.000415124,0.000415124
45,27341.3,0.90885,0.72076,1.2593,0.67764,0.59742,0.63616,0.40197,1.26394,1.36311,1.84604,0.000391546,0.000391546,0.000391546
46,27946.3,0.89528,0.71536,1.24853,0.7048,0.59279,0.6509,0.40782,1.25021,1.31799,1.83213,0.000367967,0.000367967,0.000367967
47,28550.8,0.90184,0.71632,1.26219,0.69985,0.57908,0.65107,0.40787,1.25353,1.35122,1.82693,0.000344389,0.000344389,0.000344389
48,29157.2,0.8968,0.71504,1.24571,0.63592,0.61143,0.6363,0.39713,1.27362,1.3493,1.85607,0.00032081,0.00032081,0.00032081
49,29760.9,0.89109,0.70184,1.24449,0.6627,0.58657,0.62036,0.37992,1.26865,1.40442,1.86948,0.000297232,0.000297232,0.000297232
50,30388.2,0.87446,0.67972,1.2303,0.68617,0.61132,0.65179,0.41449,1.2669,1.29543,1.87172,0.000273654,0.000273654,0.000273654
51,31010.4,0.75399,0.53022,1.17927,0.66188,0.58685,0.61853,0.39354,1.27223,1.37889,1.87199,0.000250075,0.000250075,0.000250075
52,31617.4,0.73716,0.5126,1.17524,0.67482,0.58515,0.62837,0.39481,1.26136,1.39216,1.86554,0.000226497,0.000226497,0.000226497
53,32224.1,0.71862,0.49002,1.14827,0.651,0.60797,0.62567,0.3941,1.2497,1.43938,1.86953,0.000202918,0.000202918,0.000202918
54,32828.1,0.70346,0.4833,1.14351,0.67233,0.61424,0.64735,0.40945,1.24194,1.32537,1.83616,0.00017934,0.00017934,0.00017934
55,33422.7,0.69358,0.46931,1.14139,0.65368,0.59526,0.61795,0.39251,1.25371,1.42347,1.86376,0.000155761,0.000155761,0.000155761
56,34016.7,0.68315,0.46311,1.12574,0.65682,0.6197,0.64412,0.40751,1.24343,1.34878,1.86198,0.000132183,0.000132183,0.000132183
57,34614.7,0.67428,0.45606,1.11797,0.72809,0.5725,0.6388,0.40498,1.24777,1.3307,1.87295,0.000108604,0.000108604,0.000108604
58,35215.9,0.66633,0.44852,1.11496,0.71264,0.58108,0.63316,0.40045,1.24566,1.38899,1.87376,8.50255e-05,8.50255e-05,8.50255e-05
59,35820.8,0.6646,0.44367,1.11223,0.70408,0.60366,0.64623,0.41052,1.24068,1.35098,1.87435,6.1447e-05,6.1447e-05,6.1447e-05
60,36421.4,0.65636,0.44256,1.10858,0.70185,0.59477,0.64757,0.4108,1.24134,1.35026,1.86778,3.78685e-05,3.78685e-05,3.78685e-05
