epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,27634.8,0.90654,0.72265,1.24977,0.64187,0.59736,0.60976,0.38504,1.31915,1.38774,1.93159,0.000993705,0.000993705,0.000993705
42,28298,0.90275,0.71261,1.24525,0.60459,0.57999,0.56088,0.34465,1.28687,1.73034,1.9008,0.000982822,0.000982822,0.000982822
43,28913.2,0.91635,0.72044,1.24418,0.63474,0.58326,0.59703,0.37214,1.29593,1.52595,1.89842,0.00097194,0.00097194,0.00097194
44,29516.2,0.90449,0.71859,1.24341,0.68388,0.5705,0.6232,0.38637,1.32179,1.37683,1.89791,0.000961057,0.000961057,0.000961057
45,30143.6,0.89534,0.70588,1.24042,0.68961,0.60268,0.65324,0.39991,1.29709,1.31274,1.8911,0.000950175,0.000950175,0.000950175
46,30804.3,0.88545,0.6892,1.23286,0.61565,0.54086,0.5806,0.357,1.29272,1.55144,1.89441,0.000939293,0.000939293,0.000939293
47,31450.9,0.90139,0.70452,1.25391,0.62903,0.52768,0.57216,0.3569,1.32382,1.72654,1.88313,0.00092841,0.00092841,0.00092841
48,32095.4,0.89493,0.71284,1.24134,0.62244,0.57348,0.58995,0.36532,1.31859,1.55371,1.90371,0.000917528,0.000917528,0.000917528
49,32744.9,0.89448,0.69436,1.23987,0.67773,0.57312,0.62498,0.38181,1.31029,1.42017,1.91151,0.000906646,0.000906646,0.000906646
50,33386.7,0.87561,0.68898,1.22558,0.69461,0.54004,0.62512,0.38926,1.28035,1.44712,1.8795,0.000895763,0.000895763,0.000895763
51,33999.2,0.88666,0.7035,1.23838,0.68726,0.56074,0.6271,0.38879,1.2868,1.4442,1.88793,0.000884881,0.000884881,0.000884881
52,34592.7,0.87088,0.6818,1.21898,0.72914,0.56663,0.63597,0.39623,1.28153,1.40454,1.879,0.000873998,0.000873998,0.000873998
53,35171.5,0.89046,0.69693,1.23513,0.68493,0.57413,0.63411,0.38951,1.32144,1.41689,1.91355,0.000863116,0.000863116,0.000863116
54,35753.5,0.88815,0.68929,1.23347,0.67221,0.59328,0.62662,0.38936,1.29195,1.41124,1.87358,0.000852234,0.000852234,0.000852234
55,36336.4,0.87014,0.68033,1.22706,0.65917,0.52132,0.57743,0.35126,1.31891,1.61484,1.92246,0.000841351,0.000841351,0.000841351
56,36914.5,0.87824,0.68853,1.23109,0.61827,0.60137,0.6137,0.37883,1.2873,1.52698,1.89437,0.000830469,0.000830469,0.000830469
57,37498.2,0.86933,0.68884,1.22314,0.63906,0.58961,0.60194,0.37159,1.30676,1.38074,1.90638,0.000819586,0.000819586,0.000819586
58,38082.4,0.87476,0.67968,1.22214,0.63,0.555,0.55655,0.33871,1.2948,1.65378,1.89244,0.000808704,0.000808704,0.000808704
59,38667.3,0.87067,0.68241,1.22272,0.71332,0.5471,0.6149,0.379,1.33251,1.42814,1.96098,0.000797822,0.000797822,0.000797822
60,39262.5,0.86365,0.6717,1.21943,0.62884,0.57492,0.59343,0.36582,1.31848,1.57458,1.9338,0.000786939,0.000786939,0.000786939
61,39853,0.85114,0.67288,1.2142,0.71438,0.59536,0.63358,0.39642,1.3535,1.43907,1.98727,0.000776057,0.000776057,0.000776057
62,40453.5,0.85768,0.66723,1.21824,0.68215,0.58729,0.62992,0.38967,1.31253,1.37326,1.93354,0.000765175,0.000765175,0.000765175
63,41056.2,0.83735,0.664,1.19959,0.71604,0.56878,0.63403,0.3896,1.30532,1.38947,1.93031,0.000754292,0.000754292,0.000754292
64,41660.9,0.84759,0.65401,1.20751,0.68599,0.53625,0.59183,0.36694,1.30284,1.53666,1.94419,0.00074341,0.00074341,0.00074341
65,42261.6,0.83343,0.65044,1.20465,0.67801,0.58776,0.6205,0.38077,1.295,1.40275,1.8859,0.000732527,0.000732527,0.000732527
66,42862.4,0.83704,0.661,1.20283,0.65225,0.58266,0.60699,0.37083,1.30871,1.42836,1.92594,0.000721645,0.000721645,0.000721645
67,43458,0.83766,0.65015,1.19116,0.6784,0.56441,0.6188,0.38237,1.28899,1.42237,1.91354,0.000710763,0.000710763,0.000710763
68,44057.3,0.83541,0.63569,1.19722,0.67127,0.58353,0.62629,0.38327,1.31284,1.47963,1.93695,0.00069988,0.00069988,0.00069988
69,44658.4,0.81144,0.62866,1.18494,0.60707,0.55169,0.55516,0.33747,1.36625,1.71797,1.95038,0.000688998,0.000688998,0.000688998
70,45261.8,0.83287,0.62951,1.18903,0.63205,0.56407,0.5862,0.37467,1.30774,1.71996,1.91939,0.000678115,0.000678115,0.000678115
71,45864.9,0.82557,0.63117,1.19625,0.66891,0.55615,0.57832,0.36202,1.30977,1.68718,1.94113,0.000667233,0.000667233,0.000667233
72,46467.1,0.82004,0.63386,1.19283,0.68924,0.5812,0.61394,0.37838,1.31046,1.48026,1.94869,0.000656351,0.000656351,0.000656351
73,47066.9,0.80705,0.6135,1.17639,0.68923,0.55993,0.61108,0.38353,1.30966,1.51855,1.94133,0.000645468,0.000645468,0.000645468
74,47670,0.81505,0.62576,1.18232,0.68036,0.55582,0.59791,0.37019,1.30264,1.59038,1.96555,0.000634586,0.000634586,0.000634586
75,48272,0.8183,0.6261,1.18562,0.65799,0.57684,0.61342,0.38288,1.29412,1.46995,1.91897,0.000623704,0.000623704,0.000623704
76,48875.9,0.79592,0.61433,1.17611,0.65429,0.5623,0.59929,0.37399,1.30923,1.47529,1.92509,0.000612821,0.000612821,0.000612821
77,49478.1,0.80643,0.62215,1.17986,0.66615,0.55401,0.56863,0.35227,1.29992,1.60382,1.92677,0.000601939,0.000601939,0.000601939
78,50078,0.80807,0.61989,1.18394,0.70019,0.57438,0.61977,0.38625,1.30994,1.41378,1.96936,0.000591056,0.000591056,0.000591056
79,50723.3,0.80417,0.61555,1.17786,0.64316,0.58485,0.59246,0.36196,1.31819,1.58428,1.96032,0.000580174,0.000580174,0.000580174
80,51347.3,0.79442,0.61344,1.17207,0.65345,0.58408,0.59221,0.36654,1.31303,1.50658,1.96242,0.000569292,0.000569292,0.000569292
81,51941.4,0.79709,0.61509,1.17707,0.67648,0.56776,0.60659,0.37839,1.32526,1.44911,1.97611,0.000558409,0.000558409,0.000558409
82,52532,0.78692,0.59943,1.16144,0.69191,0.56596,0.62756,0.39737,1.31518,1.40317,1.95567,0.000547527,0.000547527,0.000547527
83,53125.5,0.80259,0.61149,1.1803,0.68561,0.57577,0.6162,0.38364,1.32866,1.44799,1.97047,0.000536644,0.000536644,0.000536644
84,53716.7,0.78587,0.59372,1.16328,0.68596,0.57747,0.62384,0.39245,1.30267,1.41389,1.94554,0.000525762,0.000525762,0.000525762
85,54314.7,0.78615,0.58981,1.16749,0.63222,0.59166,0.59159,0.36552,1.31588,1.50219,1.94865,0.00051488,0.00051488,0.00051488
86,54910,0.76805,0.5908,1.15634,0.66855,0.53796,0.57454,0.35722,1.29498,1.62728,1.93325,0.000503997,0.000503997,0.000503997
87,55500.9,0.77271,0.58547,1.15997,0.65456,0.52729,0.56274,0.35788,1.29453,1.72107,1.919,0.000493115,0.000493115,0.000493115
88,56094.8,0.77062,0.59274,1.15848,0.68611,0.55974,0.60596,0.3835,1.30098,1.52683,1.95115,0.000482233,0.000482233,0.000482233
89,56690.6,0.77225,0.59373,1.16048,0.70131,0.57078,0.63201,0.39376,1.31075,1.45085,1.95108,0.00047135,0.00047135,0.00047135
90,57288,0.77212,0.59291,1.15922,0.63975,0.57743,0.60288,0.38652,1.30091,1.55012,1.95504,0.000460468,0.000460468,0.000460468
